row_number,wals_code,iso_code,glottocode,name,genus,family,macroarea,latitude,longitude
2081,sha,shn,shan1277,Shan,Kam-Tai,Tai-Kadai,Eurasia,22.0,98.0
2082,shb,sbf,shab1252,Shabo,Shabo,Shabo,Africa,7.58333333333,35.4166666667
2083,shd,sdp,sher1257,Sherdukpen,Western Arunachal,Sino-Tibetan,Eurasia,27.0,92.5
2084,she,xsr,sher1255,Sherpa,Bodic,Sino-Tibetan,Eurasia,27.75,86.8333333333
2085,shg,bod,tibe1272,Shigatse,Bodic,Sino-Tibetan,Eurasia,29.0,89.0
2086,shh,mcd,shar1245,Sharanahua,Panoan,Panoan,South America,-11.0,-70.0
2087,shi,shb,nina1238,Shiriana,Yanomam,Yanomam,South America,3.5,-62.8333333333
2088,shk,shp,ship1254,Shipibo-Konibo,Panoan,Panoan,South America,-7.5,-75.0
2089,shl,shk,shil1265,Shilluk,Nilotic,Eastern Sudanic,Africa,9.66666666667,31.75
2090,shm,ksb,sham1280,Shambala,Bantoid,Niger-Congo,Africa,-4.25,38.25
2091,shn,sna,shon1251,Shona,Bantoid,Niger-Congo,Africa,-18.0,31.0
2092,sho,shh,shos1248,Shoshone,Numic,Uto-Aztecan,North America,41.0,-114.0
2093,shp,waa,nort1527,Sahaptin (Northern),Sahaptian,Penutian,North America,46.5,-120.0
2094,shr,cjs,shor1247,Shor,Turkic,Altaic,Eurasia,53.0,88.0
2095,shs,sht,shas1239,Shasta,Shasta,Hokan,North America,41.8333333333,-122.666666667
2096,sht,shj,shat1244,Shatt,Daju,Eastern Sudanic,Africa,10.8333333333,30.0
2097,shu,shs,shus1248,Shuswap,Interior Salish,Salishan,North America,52.0,-120.0
2098,shw,sjw,shaw1249,Shawnee,Algonquian,Algic,North America,40.0,-83.0
2099,shy,yuy,east2337,Shira Yughur,Mongolic,Altaic,Eurasia,38.0,99.0
2100,sia,snp,sian1257,Siane,Eastern Highlands,Trans-New Guinea,Papunesia,-6.08333333333,145.2
2101,sid,sid,sida1246,Sidaama,Highland East Cushitic,Afro-Asiatic,Africa,6.66666666667,38.5
2102,sik,ski,sika1262,Sika,Central Malayo-Polynesian,Austronesian,Papunesia,-8.7,122.25
2103,sil,dau,dars1235,Sila,Daju,Eastern Sudanic,Africa,12.3333333333,21.75
2104,sim,smr,sime1241,Simeulue,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,2.5,96.25
2105,sin,snn,sion1247,Siona,Tucanoan,Tucanoan,South America,0.333333333333,-76.25
2106,sio,xsi,sioo1240,Sio,Oceanic,Austronesian,Papunesia,-5.95,147.333333333
2107,sir,sjr,siar1238,Siar,Oceanic,Austronesian,Papunesia,-4.66666666667,152.916666667
2108,sis,baa,baba1268,Sisiqa,Oceanic,Austronesian,Papunesia,-7.0,156.833333333
2109,siu,sis,sius1254,Siuslaw,Siuslawan,Oregon Coast,North America,44.0,-124.0
2110,ski,sjd,kild1236,Saami (Kildin),Saami,Uralic,Eurasia,67.0,37.0
2111,skk,sip,sikk1242,Sikkimese,Bodic,Sino-Tibetan,Eurasia,27.8333333333,88.5
2112,skl,skh,siku1242,Sikule,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,2.66666666667,96.0
2113,skm,suk,suku1261,Sukuma,Bantoid,Niger-Congo,Africa,-2.83333333333,32.0
2114,skn,guh,guah1255,Sikuani,Guahiban,Guahiban,South America,6.25,-71.5
2115,sko,skv,nucl1634,Skou,Western Skou,Skou,Papunesia,-2.66666666667,140.916666667
2116,skp,sel,selk1253,Selkup,Samoyedic,Uralic,Eurasia,65.0,82.0
2117,skr,tty,sika1263,Sikaritai,Lakes Plain,Lakes Plain,Papunesia,-2.91666666667,138.25
2118,sku,sub,suku1259,Suku,Bantoid,Niger-Congo,Africa,-6.0,17.6666666667
2119,skw,swv,shek1243,Shekhawati,Indic,Indo-European,Eurasia,28.0,75.5
2120,sla,scs,slav1253,Slave,Athapaskan,Na-Dene,North America,67.0,-125.0
2121,slb,sbe,sali1295,Saliba (in Papua New Guinea),Oceanic,Austronesian,Papunesia,-10.5833333333,150.716666667
2122,sle,ndi,samb1305,Samba Leko,Adamawa,Niger-Congo,Africa,8.5,12.5
2123,slg,suv,sulu1241,Sulung,Sulung,Sulung,Eurasia,28.3333333333,93.25
2124,slo,slv,slov1268,Slovene,Slavic,Indo-European,Eurasia,46.0,15.0
2125,slp,spl,sele1250,Selepet,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.16666666667,147.166666667
2126,slr,slr,sala1264,Salar,Turkic,Altaic,Eurasia,35.0,103.0
2127,slv,xsl,sout2959,Slavey,Athapaskan,Na-Dene,North America,60.0,-120.0
2128,sly,sly,sela1260,Selayar,South Sulawesi,Austronesian,Papunesia,-6.0,120.5
2129,smd,sdm,sema1269,Semandang,Land Dayak,Austronesian,Papunesia,-0.75,110.5
2130,sme,sif,siam1242,Seme,Kru,Niger-Congo,Africa,11.0,-4.91666666667
2131,smj,sea,sema1266,Semai,Aslian,Austro-Asiatic,Eurasia,4.33333333333,101.666666667
2132,sml,sza,seme1247,Semelai,Aslian,Austro-Asiatic,Eurasia,3.0,103.0
2133,smn,mus,cree1270,Seminole,Muskogean,Muskogean,North America,33.0,-84.0
2134,smp,,shom1245,Shompen,Shompen,Shompen,Eurasia,7.0,93.75
2135,smt,uma,umat1237,Sahaptin (Umatilla),Sahaptian,Penutian,North America,45.6666666667,-118.5
2136,sna,scl,shin1264,Shina,Indic,Indo-European,Eurasia,36.0,74.0
2137,snc,see,sene1264,Seneca,Northern Iroquoian,Iroquoian,North America,42.5,-77.5
2138,snd,sef,ceba1235,Senadi,Gur,Niger-Congo,Africa,9.5,-6.25
2139,sng,snc,sina1266,Sinaugoro,Oceanic,Austronesian,Papunesia,-9.83333333333,147.833333333
2140,snh,sin,sinh1246,Sinhala,Indic,Indo-European,Eurasia,7.0,80.5
2141,snm,xsu,sanu1240,Sanuma,Yanomam,Yanomam,South America,4.5,-64.6666666667
2142,snn,snk,soni1259,Soninke,Western Mande,Mande,Africa,15.0,-10.5
2143,sno,sme,nort2671,Saami (Northern),Saami,Uralic,Eurasia,69.0,24.0
2144,snt,set,nucl1632,Sentani,Sentani,Sentani,Papunesia,-2.58333333333,140.583333333
2145,so,teu,sooo1256,So,Kuliak,Eastern Sudanic,Africa,2.58333333333,34.75
2146,sob,sob,sobe1238,Sobei,Oceanic,Austronesian,Papunesia,-1.91666666667,138.75
2147,sod,gru,kist1241,Soddo,Semitic,Afro-Asiatic,Africa,8.5,38.5
2148,sol,evn,even1259,Solon,Tungusic,Altaic,Eurasia,48.0,120.0
2149,som,som,soma1255,Somali,Lowland East Cushitic,Afro-Asiatic,Africa,3.0,45.0
2150,son,sov,sons1242,Sonsorol-Tobi,Oceanic,Austronesian,Papunesia,5.33333333333,132.25
2151,soo,str,stra1244,Sooke,Central Salish,Salishan,North America,48.3333333333,-123.75
2152,soq,sqt,soqo1240,Soqotri,Semitic,Afro-Asiatic,Africa,12.5,54.0
2153,sor,srb,sora1254,Sora,Munda,Austro-Asiatic,Eurasia,20.0,84.3333333333
2154,sou,hsb,uppe1395,Sorbian (Upper),Slavic,Indo-European,Eurasia,51.8333333333,14.5
2155,spa,spa,stan1288,Spanish,Romance,Indo-European,Eurasia,40.0,-4.0
2156,spc,spa,stan1288,Spanish (Canary Islands),Romance,Indo-European,Eurasia,28.0,-15.5833333333
2157,spi,bod,tibe1272,Spitian,Bodic,Sino-Tibetan,Eurasia,32.25,78.0
2158,spo,spo,spok1245,Spokane,Interior Salish,Salishan,North America,47.6666666667,-117.75
2159,sps,slh,sout2965,Salish (Southern Puget Sound),Central Salish,Salishan,North America,47.25,-122.5
2160,squ,squ,squa1248,Squamish,Central Salish,Salishan,North America,49.6666666667,-123.166666667
2161,sra,srn,sran1240,Sranan,Creoles and Pidgins,other,South America,5.83333333333,-55.3333333333
2162,srb,dsb,sorb1249,Sorbian,Slavic,Indo-European,Eurasia,51.5,14.0
2163,src,srs,sars1236,Sarcee,Athapaskan,Na-Dene,North America,52.5,-116.0
2164,srd,sro,camp1261,Sardinian,Romance,Indo-European,Eurasia,40.0,9.0
2165,sre,kpm,koho1244,Sre,Bahnaric,Austro-Asiatic,Eurasia,11.5,108.0
2166,sri,sri,siri1274,Siriano,Tucanoan,Tucanoan,South America,0.75,-70.1666666667
2167,srl,dsb,lowe1385,Sorbian (Lower),Slavic,Indo-European,Eurasia,51.75,14.3333333333
2168,srm,srm,sara1340,Saramaccan,Creoles and Pidgins,other,South America,4.5,-55.5
2169,srn,srq,siri1273,Sirionó,Tupi-Guaraní,Tupian,South America,-15.5833333333,-64.0
2170,sro,ssd,siro1249,Siroi,Madang,Trans-New Guinea,Papunesia,-5.5,146.0
2171,srr,ser,serr1255,Serrano,California Uto-Aztecan,Uto-Aztecan,North America,34.5,-117.0
2172,sru,slu,sela1259,Selaru,Central Malayo-Polynesian,Austronesian,Papunesia,-8.2,131.0
2173,sry,fos,sira1267,Siraya,East Formosan,Austronesian,Papunesia,23.0,120.25
2174,ssa,sld,west2465,Sisaala,Gur,Niger-Congo,Africa,10.8333333333,-2.66666666667
2175,ssh,bwo,boro1277,Shinassha,North Omotic,Afro-Asiatic,Africa,10.4166666667,36.1666666667
2176,ssl,kvk,kore1273,South Korean Sign Language,Sign Languages,other,Eurasia,37.0,128.0
2177,sss,str,stra1244,Salish (Samish Straits),Central Salish,Salishan,North America,48.5833333333,-122.583333333
2178,sst,str,stra1244,Salish (Straits),Central Salish,Salishan,North America,48.75,-123.25
2179,sta,sce,dong1285,Santa,Mongolic,Altaic,Eurasia,31.5,107.5
2180,sti,sti,stie1250,Stieng,Bahnaric,Austro-Asiatic,Eurasia,11.8333333333,106.75
2181,stl,sat,sant1410,Santali,Munda,Austro-Asiatic,Eurasia,24.5,87.0
2182,stn,nso,pedi1238,Sotho (Northern),Bantoid,Niger-Congo,Africa,-24.0,29.0
2183,sto,sto,ston1242,Stoney,Core Siouan,Siouan,North America,53.75,-116.5
2184,sub,sbs,subi1246,Subiya,Bantoid,Niger-Congo,Africa,-17.75,24.9166666667
2185,sud,tgo,sude1239,Sudest,Oceanic,Austronesian,Papunesia,-11.5,153.45
2186,sue,sue,suen1241,Suena,Binanderean,Trans-New Guinea,Papunesia,-7.75,147.55
2187,sug,sjg,assa1269,Sungor,Taman,Eastern Sudanic,Africa,13.75,21.5
2188,sui,swi,suii1243,Sui,Kam-Tai,Tai-Kadai,Eurasia,26.0,107.5
2189,suk,sui,suki1245,Suki,Suki,Gogodala-Suki,Papunesia,-8.0,141.75
2190,sul,sua,sulk1246,Sulka,Sulka,Sulka,Papunesia,-5.08333333333,151.916666667
2191,sum,yan,maya1285,Mayangna,Misumalpan,Misumalpan,North America,13.0,-84.5
2192,sun,sun,sund1252,Sundanese,Malayo-Sumbawan,Austronesian,Papunesia,-7.0,107.0
2193,sup,spp,supy1237,Supyire,Gur,Niger-Congo,Africa,11.5,-5.58333333333
2194,sur,sgz,surs1246,Sursurunga,Oceanic,Austronesian,Papunesia,-4.0,152.766666667
2195,sus,sus,susu1250,Susu,Western Mande,Mande,Africa,10.0,-13.0
2196,sva,sva,svan1243,Svan,Kartvelian,Kartvelian,Eurasia,43.0,42.5
2197,svc,csb,kash1274,Slovincian,Slavic,Indo-European,Eurasia,54.0,16.0
2198,svk,slk,slov1269,Slovak,Slavic,Indo-European,Eurasia,49.0,20.0
2199,svs,svs,savo1255,Savosavo,Savosavo,Solomons East Papuan,Papunesia,-9.13333333333,159.8
2200,svt,swl,swed1236,Svenska Teckenspråket,Sign Languages,other,Eurasia,59.0,15.0
2201,swa,swh,swah1253,Swahili,Bantoid,Niger-Congo,Africa,-6.5,39.0
2202,swe,swe,swed1254,Swedish,Germanic,Indo-European,Eurasia,60.0,15.0
2203,swi,szw,sawa1247,Sawai,South Halmahera - West New Guinea,Austronesian,Papunesia,0.5,128.0
2204,swr,shh,shos1248,Shoshone (Wind River),Numic,Uto-Aztecan,North America,43.4166666667,-108.833333333
2205,swt,ssw,swat1243,Swati,Bantoid,Niger-Congo,Africa,-26.5,31.0
2206,swv,swe,swed1254,Swedish (Västerbotten),Germanic,Indo-European,Eurasia,64.25,19.75
2207,syg,ybe,west2402,Saryg Yughur,Turkic,Altaic,Eurasia,38.75,99.75
2208,syu,sll,salt1242,Salt-Yui,Chimbu,Trans-New Guinea,Papunesia,-6.28333333333,145.033333333
2209,tab,mky,east2440,Taba,South Halmahera - West New Guinea,Austronesian,Papunesia,0.0,127.5
2210,tac,tna,taca1256,Tacana,Tacanan,Tacanan,South America,-13.5,-68.0
2211,taf,sps,sapo1253,Taiof,Oceanic,Austronesian,Papunesia,-5.53333333333,154.633333333
2212,tag,tgl,taga1270,Tagalog,Greater Central Philippine,Austronesian,Papunesia,15.0,121.0
2213,tah,tah,tahi1242,Tahitian,Oceanic,Austronesian,Papunesia,-17.6666666667,-149.583333333
2214,tai,thv,taha1241,Tuareg (Air),Berber,Afro-Asiatic,Africa,19.0,9.0
2215,taj,tgk,taji1245,Tajik,Iranian,Indo-European,Eurasia,38.6666666667,70.0
2216,tak,tbc,taki1248,Takia,Oceanic,Austronesian,Papunesia,-4.66666666667,146.0
2217,tal,tlj,tali1258,Talinga,Bantoid,Niger-Congo,Africa,0.416666666667,29.6666666667
2218,tam,taj,east2346,Tamang (Eastern),Bodic,Sino-Tibetan,Eurasia,27.5,85.6666666667
2219,tan,tan,nucl1696,Tangale,West Chadic,Afro-Asiatic,Africa,9.75,11.3333333333
2220,tao,tro,tara1313,Tarao,Kuki-Chin,Sino-Tibetan,Eurasia,24.25,94.1666666667
2221,tap,gpn,taia1239,Taiap,Gapun,Gapun,Papunesia,-4.08333333333,144.5
2222,taq,nan,minn1241,Taiwanese,Chinese,Sino-Tibetan,Eurasia,25.0,121.5
2223,tar,tae,tari1256,Tariana,Inland Northern Arawakan,Arawakan,South America,1.0,-69.1666666667
2224,tas,shi,tach1250,Tashlhiyt,Berber,Afro-Asiatic,Africa,31.0,-5.0
2225,tat,txx,tata1257,Tatana',North Borneo,Austronesian,Papunesia,5.5,115.5
2226,tau,tya,tauy1241,Tauya,Madang,Trans-New Guinea,Papunesia,-5.75,145.333333333
2227,taw,tbo,tawa1275,Tawala,Oceanic,Austronesian,Papunesia,-10.3333333333,150.666666667
2228,tay,cks,tayo1238,Tayo,Creoles and Pidgins,other,Papunesia,-22.0,166.333333333
2229,taz,tly,taly1247,Talysh (Azerbaijan),Iranian,Indo-European,Eurasia,38.75,48.6666666667
2230,tba,sst,sina1271,Tabare,Chimbu,Trans-New Guinea,Papunesia,-6.08333333333,145.0
2231,tbb,tub,tuba1278,Tübatulabal,California Uto-Aztecan,Uto-Aztecan,North America,36.0,-118.333333333
2232,tbe,tig,tigr1270,Tigré (Beni Amer),Semitic,Afro-Asiatic,Africa,15.5,38.0
2233,tbl,tnm,tabl1243,Tabla,Sentani,Sentani,Papunesia,-2.45,140.416666667
2234,tbo,tbl,tbol1240,Tboli,Bilic,Austronesian,Papunesia,6.16666666667,124.5
2235,tbr,tby,taba1263,Tabaru,North Halmaheran,West Papuan,Papunesia,1.5,127.25
2236,tbs,tab,taba1259,Tabassaran,Lezgic,Nakh-Daghestanian,Eurasia,41.8333333333,47.9166666667
2237,tbt,tti,toba1266,Tobati,Oceanic,Austronesian,Papunesia,-2.58333333333,140.666666667
2238,tbu,tuq,tebu1238,Tubu,Western Saharan,Saharan,Africa,16.0,15.0
2239,tbw,tap,taab1238,Tabwa,Bantoid,Niger-Congo,Africa,-8.0,29.5
2240,tbx,skj,seke1240,Tangbe,Bodic,Sino-Tibetan,Eurasia,28.9166666667,83.75
2241,tce,tar,cent2131,Tarahumara (Central),Tarahumaran,Uto-Aztecan,North America,27.5,-107.5
2242,tda,tcx,toda1252,Toda,Southern Dravidian,Dravidian,Eurasia,11.4166666667,76.75
2243,tdi,bod,tibe1272,Tibetan (Dingri),Bodic,Sino-Tibetan,Eurasia,28.5,86.5
2244,tdr,bod,tibe1272,Tibetan (Drokpa),Bodic,Sino-Tibetan,Eurasia,32.25,81.25
2245,tec,ttc,tekt1235,Tectiteco,Mayan,Mayan,North America,15.4166666667,-92.0833333333
2246,tee,tee,hueh1236,Tepehua (Huehuetla),Totonacan,Totonacan,North America,20.5,-98.0
2247,teh,teh,tehu1242,Tehuelche,Chon Proper,Chon,South America,-48.0,-68.0
2248,tel,tel,telu1262,Telugu,South-Central Dravidian,Dravidian,Eurasia,16.0,79.0
2249,tem,kdh,temm1241,Tem,Gur,Niger-Congo,Africa,8.66666666667,0.5
2250,ten,tex,tenn1246,Tennet,Surmic,Eastern Sudanic,Africa,4.41666666667,32.5
2251,teo,tio,teop1238,Teop,Oceanic,Austronesian,Papunesia,-5.66666666667,155.0
2252,tep,tpt,tlac1235,Tepehua (Tlachichilco),Totonacan,Totonacan,North America,20.5833333333,-98.25
2253,ter,ttr,tera1251,Tera,Biu-Mandara,Afro-Asiatic,Africa,11.0,11.8333333333
2254,tes,teo,teso1249,Teso,Nilotic,Eastern Sudanic,Africa,1.83333333333,33.8333333333
2255,tet,tll,tete1250,Tetela,Bantoid,Niger-Congo,Africa,-4.0,24.0
2256,tew,tew,tewa1260,Tewa (Arizona),Kiowa-Tanoan,Kiowa-Tanoan,North America,35.8333333333,-110.416666667
2257,tex,kmz,khor1269,Turkic (East-Central Xorasan),Turkic,Altaic,Eurasia,37.0,59.0
2258,tga,hrc,tang1348,Tangga,Oceanic,Austronesian,Papunesia,-3.46666666667,153.2
2259,tgb,tbw,tagb1258,Tagbanwa (Aborlan),Greater Central Philippine,Austronesian,Papunesia,9.5,118.5
2260,tgh,thv,taha1241,Tuareg (Ghat),Berber,Afro-Asiatic,Africa,25.0,10.1666666667
2261,tgk,tgc,tiga1245,Tigak,Oceanic,Austronesian,Papunesia,-2.71666666667,150.8
2262,tgl,tsj,tsha1245,Tshangla,Bodic,Sino-Tibetan,Eurasia,27.8333333333,92.1666666667
2263,tgn,tzn,tugu1245,Tugun,Central Malayo-Polynesian,Austronesian,Papunesia,-7.71666666667,126.75
2264,tgo,tsv,tsog1243,Tsogo,Bantoid,Niger-Congo,Africa,-1.5,11.3333333333
2265,tgp,swt,sawi1256,Tanglapui,Kolana-Tanglapui,Timor-Alor-Pantar,Papunesia,-8.28333333333,125.083333333
2266,tgr,tig,tigr1270,Tigré,Semitic,Afro-Asiatic,Africa,16.5,38.5
2267,tgw,txn,west2538,Tarangan (West),Central Malayo-Polynesian,Austronesian,Papunesia,-6.5,134.166666667
2268,tha,tha,thai1261,Thai,Kam-Tai,Tai-Kadai,Eurasia,16.0,101.0
2269,thd,tcz,thad1238,Thadou,Kuki-Chin,Sino-Tibetan,Eurasia,24.4166666667,93.9166666667
2270,thk,ths,thak1245,Thakali,Bodic,Sino-Tibetan,Eurasia,29.0,83.75
2271,thn,thf,than1259,Thangmi,Mahakiranti,Sino-Tibetan,Eurasia,27.75,86.0
2272,tho,thp,thom1243,Thompson,Interior Salish,Salishan,North America,49.75,-121.75
2273,thp,typ,thay1248,Thaypan,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.8333333333,143.166666667
2274,ths,tsq,thai1240,Thai Sign Language,Sign Languages,other,Eurasia,15.0,101.0
2275,tht,kps,tehi1237,Tehit,West Bird's Head,West Papuan,Papunesia,-1.5,132.0
2276,thu,tdh,thul1246,Thulung,Mahakiranti,Sino-Tibetan,Eurasia,27.4166666667,86.5
2277,thw,ssf,thao1240,Thao,Western Plains Austronesian,Austronesian,Papunesia,23.8833333333,120.916666667
2278,thy,thd,thay1249,Kuuk Thaayorre,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.5833333333,141.833333333
2279,tia,tms,tima1241,Tima,Katla-Tima,Kordofanian,Africa,11.6666666667,29.25
2280,tib,bod,tibe1272,Tibetan (Standard Spoken),Bodic,Sino-Tibetan,Eurasia,30.0,91.0
2281,tic,tca,ticu1245,Ticuna,Ticuna,Ticuna,South America,-4.0,-70.5
2282,tid,tvo,tido1248,Tidore,North Halmaheran,West Papuan,Papunesia,0.75,127.5
2283,tif,tif,tifa1245,Tifal,Ok,Trans-New Guinea,Papunesia,-5.0,141.333333333
2284,tig,tir,tigr1271,Tigrinya,Semitic,Afro-Asiatic,Africa,14.5,38.5
2285,tik,tik,tika1246,Tikar,Bantoid,Niger-Congo,Africa,5.83333333333,11.6666666667
2286,til,til,till1254,Tillamook,Tillamook,Salishan,North America,45.3333333333,-123.75
2287,tim,tih,timu1262,Timugon,North Borneo,Austronesian,Papunesia,5.0,116.0
2288,tin,cir,tiri1258,Tinrin,Oceanic,Austronesian,Papunesia,-21.6666666667,165.75
2289,tir,tri,trio1238,Tiriyo,Cariban,Cariban,South America,3.25,-55.75
2290,tis,bod,tibe1272,Tibetan (Shigatse),Bodic,Sino-Tibetan,Eurasia,29.0,89.0
2291,tiv,tiv,tivv1240,Tiv,Bantoid,Niger-Congo,Africa,7.5,9.0
2292,tiw,tiw,tiwi1244,Tiwi,Tiwian,Tiwian,Australia,-11.5,131.0
2293,tja,dih,kumi1248,Tiipay (Jamul),Yuman,Hokan,North America,32.1666666667,-116.5
2294,tke,tkl,toke1240,Tokelauan,Oceanic,Austronesian,Papunesia,-9.0,-172.0
2295,tki,bag,tuki1240,Tuki,Bantoid,Niger-Congo,Africa,4.58333333333,11.5
2296,tkl,tkm,take1257,Takelma,Takelma,Takelma,North America,42.5,-123.0
2297,tkm,tuk,turk1304,Turkmen,Turkic,Altaic,Eurasia,40.0,58.0
2298,tks,kkw,teke1280,Teke (Southern),Bantoid,Niger-Congo,Africa,-2.33333333333,14.5
2299,tla,ksd,kuan1248,Tolai,Oceanic,Austronesian,Papunesia,-4.25,152.083333333
2300,tlb,nog,noga1249,Tatar-Noghay (Alabugat),Turkic,Altaic,Eurasia,47.4166666667,45.6666666667
2301,tld,tld,tala1285,Talaud,Sangiric,Austronesian,Papunesia,4.25,126.75
2302,tlf,tlf,tele1256,Telefol,Ok,Trans-New Guinea,Papunesia,-5.0,141.75
2303,tli,tli,tlin1245,Tlingit,Tlingit,Na-Dene,North America,59.0,-135.0
2304,tll,tuh,taul1251,Taulil,Taulil,Baining-Taulil,Papunesia,-4.41666666667,152.083333333
2305,tlo,tlb,tobe1252,Tobelo,North Halmaheran,West Papuan,Papunesia,1.5,128.5
2306,tlp,tcf,acat1239,Tlapanec,Subtiaba-Tlapanec,Oto-Manguean,North America,17.0833333333,-99.0
2307,tls,tly,taly1247,Talysh (Southern),Iranian,Indo-European,Eurasia,37.0,49.0
2308,tma,tma,tama1331,Tama,Taman,Eastern Sudanic,Africa,14.5,22.0
2309,tmc,tjm,timu1245,Timucua,Timucua,Timucua,North America,30.25,-82.5
2310,tmg,tcg,tama1336,Tamagario,Kayagar,Kayagar,Papunesia,-6.41666666667,139.25
2311,tmi,tat,tata1255,Tatar (Mishar),Turkic,Altaic,Eurasia,55.5,49.0
2312,tmk,tmc,tuma1260,Tumak,East Chadic,Afro-Asiatic,Africa,9.5,17.3333333333
2313,tml,tam,tami1289,Tamil,Southern Dravidian,Dravidian,Eurasia,11.0,78.5
2314,tmm,mla,malo1243,Tamabo,Oceanic,Austronesian,Papunesia,-15.6666666667,167.166666667
2315,tmn,teq,nucl1339,Temein,Temein,Eastern Sudanic,Africa,11.9166666667,29.4166666667
2316,tmo,bod,tibe1272,Tibetan (Modern Literary),Bodic,Sino-Tibetan,Eurasia,29.8333333333,91.5
2317,tmp,tpm,tamp1252,Tampulma,Gur,Niger-Congo,Africa,10.4166666667,-0.583333333333
2318,tmr,tea,temi1246,Temiar,Aslian,Austro-Asiatic,Eurasia,5.0,101.5
2319,tms,,,Tommo So,Dogon,Dogon,,15.0,-3.0
2320,tmu,ttt,musl1236,Tat (Muslim),Iranian,Indo-European,Eurasia,41.25,48.75
2321,tna,tuv,turk1308,Turkana,Nilotic,Eastern Sudanic,Africa,3.0,35.5
2322,tnb,tnd,ango1257,Tunebo,Tunebo,Chibchan,South America,6.75,-72.25
2323,tnc,tcb,tana1290,Tanacross,Athapaskan,Na-Dene,North America,63.5,-143.5
2324,tnd,tin,tind1238,Tindi,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.3666666667,46.25
2325,tne,tem,timn1235,Temne,Mel,Niger-Congo,Africa,8.66666666667,-13.0833333333
2326,tng,ton,tong1325,Tongan,Oceanic,Austronesian,Papunesia,-21.1666666667,-175.166666667
2327,tni,lbf,tina1246,Tinani,Bodic,Sino-Tibetan,Eurasia,32.3333333333,77.1666666667
2328,tnj,tfn,tana1289,Tanaina,Athapaskan,Na-Dene,North America,62.0,-150.0
2329,tnk,lcm,tung1290,Tungak,Oceanic,Austronesian,Papunesia,-2.55,150.25
2330,tnl,taa,lowe1425,Tanana (Lower),Athapaskan,Na-Dene,North America,65.0,-150.0
2331,tnn,baz,tune1241,Tunen,Bantoid,Niger-Congo,Africa,4.75,10.6666666667
2332,tno,tdn,tond1251,Tondano,Minahasan,Austronesian,Papunesia,1.25,125.0
2333,tns,nwi,sout2869,Tanna (Southwest),Oceanic,Austronesian,Papunesia,-19.5666666667,169.333333333
2334,tnt,tnt,tont1239,Tontemboan,Minahasan,Austronesian,Papunesia,1.08333333333,124.5
2335,tny,kza,west2466,Tenyer,Gur,Niger-Congo,Africa,10.6666666667,-4.5
2336,toa,tqo,toar1246,Toaripi,Eleman Proper,Eleman,Papunesia,-8.33333333333,146.25
2337,tob,tob,toba1269,Toba,South Guaicuruan,Guaicuruan,South America,-26.5,-59.0
2338,tod,sbu,stod1241,Tod,Bodic,Sino-Tibetan,Eurasia,32.4166666667,77.25
2339,tof,kim,kara1462,Tofa,Turkic,Altaic,Eurasia,53.75,98.0
2340,toj,toj,tojo1241,Tojolabal,Mayan,Mayan,North America,16.3333333333,-91.5
2341,tok,yer,taro1263,Tarok,Platoid,Niger-Congo,Africa,9.0,10.0833333333
2342,tol,jic,toll1241,Tol,Tol,Tol,North America,14.6666666667,-87.0
2343,ton,tqw,tonk1249,Tonkawa,Tonkawa,Tonkawa,North America,30.25,-96.75
2344,toq,mlu,toab1237,Toqabaqita,Oceanic,Austronesian,Papunesia,-8.41666666667,160.583333333
2345,tor,rth,rata1244,Toratán,Sangiric,Austronesian,Papunesia,1.08333333333,124.833333333
2346,tos,tos,high1243,Totonac (Sierra),Totonacan,Totonacan,North America,19.9166666667,-97.4166666667
2347,tot,tlc,yecu1235,Totonac (Misantla),Totonacan,Totonacan,North America,19.9166666667,-96.9166666667
2348,tou,wib,tusi1238,Toussian,Gur,Niger-Congo,Africa,11.0,-4.66666666667
2349,tow,wib,sout2797,Toussian (Win),Gur,Niger-Congo,Africa,10.8333333333,-4.66666666667
2350,toy,,,Tasmanian (Oyster Bay to Pitwater),Tasmanian,Tasmanian,,-42.5,147.75
2351,toz,toi,tong1318,Tonga (in Zambia),Bantoid,Niger-Congo,Africa,-17.0,27.0
2352,tpa,top,papa1238,Totonac (Papantla),Totonacan,Totonacan,North America,20.3333333333,-97.3333333333
2353,tpc,tep,tepe1278,Tepecano,Tepiman,Uto-Aztecan,North America,21.75,-104.75
2354,tpi,tpi,tokp1240,Tok Pisin,Creoles and Pidgins,other,Papunesia,-9.5,147.166666667
2355,tpn,ntp,nort2959,Tepehuan (Northern),Tepiman,Uto-Aztecan,North America,26.3333333333,-107.0
2356,tpr,tui,tupu1244,Tupuri,Adamawa,Niger-Congo,Africa,10.1666666667,14.75
2357,tps,stp,sout2976,Tepehuan (Southeastern),Tepiman,Uto-Aztecan,North America,23.0,-104.5
2358,tpt,tpj,tapi1253,Tapieté,Tupi-Guaraní,Tupian,South America,-19.75,-61.6666666667
2359,trb,tfr,teri1250,Teribe,Talamanca,Chibchan,North America,9.33333333333,-82.6666666667
